0.0166666666666667 0.25
0.1 0.933333333333333
0.116666666666667 0.0666666666666667
0.166666666666667 0.616666666666667
0.25 0.833333333333333
0.3 0.483333333333333
0.316666666666667 0.0166666666666667
0.4 0.316666666666667
0.416666666666667 0.683333333333333
0.483333333333333 0.516666666666667
0.533333333333333 0.116666666666667
0.583333333333333 0.366666666666667
0.616666666666667 0.716666666666667
0.666666666666667 0.9
0.716666666666667 0.183333333333333
0.783333333333333 0.416666666666667
0.816666666666667 0.766666666666667
0.883333333333333 0.283333333333333
0.916666666666667 1
0.966666666666667 0.583333333333333
