0.05 0.466666666666667
0.0666666666666667 0.65
0.133333333333333 0.816666666666667
0.183333333333333 0.15
0.216666666666667 0.95
0.283333333333333 0.333333333333333
0.333333333333333 0.75
0.383333333333333 0.566666666666667
0.45 0.05
0.466666666666667 0.383333333333333
0.516666666666667 0.216666666666667
0.566666666666667 0.966666666666667
0.633333333333333 0.0833333333333333
0.7 0.8
0.75 0.3
0.766666666666667 0.533333333333333
0.833333333333333 0.666666666666667
0.9 0.866666666666667
0.95 0.433333333333333
0.983333333333333 0.2
